ConceptA,ConceptB,ChapterDist,PageDist,LineDist,WordDist,Total,LineCount,WordCount,Complexity,Prereq,Avg_ChapterDist,Avg_PageDist,Avg_LineDist,Avg_WordDist,pred,bin_id,match
Calculus,Linear function,281262,12782242,0,-325,73073,85,9,-872,1,3.8490550545345066,174.9242811982538,0.0,-36.111111111111114,1,15,1
Spherical law of cosines,Perpendicular,-50248,-1480088,0,0,22192,16,1,216,0,-2.2642393655371307,-66.6946647440519,0.0,0.0,0,37,1
Spherical law of cosines,Trigonometric functions,1263132,68801336,0,732,524432,978,104,-1504,0,2.4085715593251367,131.1921011685023,0.0,7.038461538461538,0,2,1
Spherical law of cosines,Pythagorean theorem,9152,753840,0,84,7008,21,2,268,0,1.3059360730593608,107.56849315068493,0.0,42.0,0,38,1
Spherical law of cosines,Triangle,-28391,-148716,0,-265,79716,423,42,19,0,-0.35615183902855135,-1.8655727833810025,0.0,-6.309523809523809,0,33,1
Spherical law of cosines,Trigonometry,-2851,-138252,0,-915,10804,49,10,255,0,-0.2638837467604591,-12.796371714179934,0.0,-91.5,0,38,1
Spherical law of cosines,Polygon,-9700,-353160,0,0,2336,1,1,284,0,-4.152397260273973,-151.18150684931507,0.0,0.0,0,38,1
Polygon,Triangle,8291,326106,0,-138,2184,3,2,-265,1,3.796245421245421,149.31593406593407,0.0,-69.0,1,27,1
Law of sines,Circle,24699,1638532,0,701,23068,78,5,213,0,1.0707040055488122,71.03051846714062,0.0,140.2,0,37,1
Law of sines,Perpendicular,-50248,-1480088,0,0,22192,16,1,216,0,-2.2642393655371307,-66.6946647440519,0.0,0.0,0,37,1
Law of sines,Area,-125715,-1886188,0,-906,104244,71,8,-65,0,-1.205968688845401,-18.093971835309468,0.0,-113.25,0,31,1
Law of sines,Trigonometric functions,1263132,68801336,0,732,524432,978,104,-1504,0,2.4085715593251367,131.1921011685023,0.0,7.038461538461538,0,2,1
Law of sines,Pythagorean theorem,9152,753840,0,84,7008,21,2,268,0,1.3059360730593608,107.56849315068493,0.0,42.0,0,38,1
Sine,Law of sines,1723,-63912,0,200,9052,135,31,261,1,0.19034467520989837,-7.060539107379585,0.0,6.451612903225806,1,38,1
Triangle,Law of sines,28391,148716,0,265,79716,423,42,-19,1,0.35615183902855135,1.8655727833810025,0.0,6.309523809523809,1,32,1
Law of sines,Spherical law of cosines,-1723,63912,0,-200,9052,135,31,-261,0,-0.19034467520989837,7.060539107379585,0.0,-6.451612903225806,1,27,0
Point (geometry),Line-line intersection,717253,39878307,0,4691,954694,2199,223,57,1,0.7512909895736225,41.77077367198285,0.0,21.03587443946188,1,34,1
Point (geometry),Origin (mathematics),-139219,-5924555,0,-1001,196170,459,41,811,1,-0.709685476882296,-30.201126573889994,0.0,-24.414634146341463,1,49,1
Point (geometry),Line segment,717253,39878307,0,4691,954694,2199,223,57,1,0.7512909895736225,41.77077367198285,0.0,21.03587443946188,1,34,1
Geometry,Point (geometry),-25183,-1643429,0,-464,35210,128,9,-971,1,-0.715222948026129,-46.67506390230048,0.0,-51.55555555555556,1,13,1
Semi-minor axis,Conic section,-918,-35551,0,0,1364,11,1,-13,0,-0.6730205278592375,-26.063782991202345,0.0,0.0,0,32,1
Line segment,Edge,-44992,-2316395,0,0,26572,41,1,921,1,-1.6932108986903507,-87.1742811982538,0.0,0.0,1,51,1
Line segment,Radius,93106,1417312,0,-617,185055,192,6,754,1,0.5031260976466456,7.658868984896382,0.0,-102.83333333333333,1,48,1
Circle,Chord (geometry),-2503,-23279,0,0,2765,2,1,44,1,-0.9052441229656419,-8.419168173598553,0.0,0.0,1,33,1
Line segment,Chord (geometry),-1198,162896,0,272,33215,45,3,914,1,-0.0360680415474936,4.904290230317628,0.0,90.66666666666667,1,51,1
Geometry,Chord (geometry),-66,-7283,0,0,70,1,1,33,1,-0.9428571428571428,-104.04285714285714,0.0,0.0,1,33,1
Sign (mathematics),Absolute value,15760,845890,0,0,2652,1,1,44,1,5.942684766214178,318.9630467571644,0.0,0.0,1,33,1
Absolute value,Real number,-10834,-632760,0,8,5168,36,5,-118,0,-2.096362229102167,-122.43808049535603,0.0,1.6,0,30,1
Sign (mathematics),Absolute value,15760,845890,0,0,2652,1,1,44,1,5.942684766214178,318.9630467571644,0.0,0.0,1,33,1
Algebra,Sign (mathematics),-1056,-57744,0,0,468,1,1,-72,1,-2.2564102564102564,-123.38461538461539,0.0,0.0,1,31,1
Sign (mathematics),Real number,45602,2330000,0,0,11856,6,1,-74,0,3.8463225371120107,196.52496626180837,0.0,0.0,0,31,1
Circle,Circular motion,-742,-33326,0,0,316,1,1,75,1,-2.348101265822785,-105.4620253164557,0.0,0.0,0,34,0
Area,Cone,-765,-11616,0,-16,3213,23,2,348,0,-0.23809523809523808,-3.61531279178338,0.0,-8.0,1,39,0
Geometry,Area,-17136,-1008413,0,110,12495,41,1,-322,1,-1.3714285714285714,-80.70532212885153,0.0,110.0,1,26,1
Trigonometric functions,Identity (mathematics),-528932,-19076468,0,28,140088,96,4,1718,0,-3.775712409342699,-136.17489006909943,0.0,7.0,0,63,1
Trigonometry,Trigonometric functions,177590,9568322,0,1109,66452,63,10,-1759,1,2.672455306085596,143.98847288268223,0.0,110.9,1,0,1
Trigonometric functions,Inverse trigonometric functions,-622936,-33126316,0,177,326872,910,182,1614,1,-1.9057490393793288,-101.3433882375976,0.0,0.9725274725274725,1,63,1
Pythagorean theorem,Distance,-7072,-392424,0,-623,9984,29,5,-392,0,-0.7083333333333334,-39.30528846153846,0.0,-124.6,0,25,1
Geometry,Pythagorean theorem,958,37764,0,504,840,4,1,11,1,1.1404761904761904,44.957142857142856,0.0,504.0,1,33,1
Pythagorean theorem,Sine,-9152,-753840,0,-84,7008,21,2,-268,0,-1.3059360730593608,-107.56849315068493,0.0,-42.0,0,27,1
Pythagorean theorem,Function (mathematics),-5004,-210696,0,0,1872,2,1,-54,0,-2.673076923076923,-112.55128205128206,0.0,0.0,0,31,1
Pythagorean theorem,Analytic geometry,-958,-37764,0,-504,840,4,1,-11,0,-1.1404761904761904,-44.957142857142856,0.0,-504.0,0,32,1
Pythagorean theorem,Inverse trigonometric functions,47528,1018272,0,-260,43104,50,2,-1772,0,1.102635486265776,23.62360801781737,0.0,-130.0,0,0,1
Pythagorean theorem,Rational number,1972,133128,0,0,528,1,1,2,0,3.734848484848485,252.13636363636363,0.0,0.0,0,33,1
Number,Binary number,-302059,-16664152,0,1000,138168,669,152,-757,1,-2.1861719066643506,-120.60789763186845,0.0,6.578947368421052,1,17,1
Coordinate system,Circle,10353,441295,0,0,2054,1,1,-53,0,5.040408958130477,214.84664070107107,0.0,0.0,0,31,1
Coordinate system,Analytic geometry,3763,187849,0,43,910,5,1,-9,0,4.135164835164836,206.42747252747253,0.0,43.0,0,32,1
Coordinate system,Perpendicular,3370,152392,0,-173,1976,4,2,-50,1,1.7054655870445343,77.12145748987854,0.0,-86.5,1,31,1
Geometry,Coordinate system,-3763,-187849,0,-43,910,5,1,9,1,-4.135164835164836,-206.42747252747253,0.0,-43.0,1,33,1
Coordinate system,Equation,8780,455738,0,0,1040,1,1,-14,0,8.442307692307692,438.2096153846154,0.0,0.0,0,32,1
Coordinate system,Rotation of axes,-1656,-95404,0,171,988,6,1,-12,1,-1.6761133603238867,-96.56275303643724,0.0,171.0,1,32,1
Coordinate system,Polar coordinate system,62,3608,0,12,52,4,2,24,1,1.1923076923076923,69.38461538461539,0.0,6.0,1,33,1
Coordinate system,Quadrant (plane geometry),16377,758453,0,-198,7826,30,2,-275,0,2.092639918221314,96.9145157168413,0.0,-99.0,0,27,1
Coordinate system,Vector field,1686,66526,0,0,9308,34,1,-332,0,0.1811345079501504,7.147185217017619,0.0,0.0,0,26,1
Coordinate system,Cartesian coordinate system,-62,-3608,0,-12,52,4,2,-24,1,-1.1923076923076923,-69.38461538461539,0.0,-6.0,1,32,1
Coordinate system,Number,25486,1325336,0,0,3952,2,1,-126,0,6.448886639676114,335.3582995951417,0.0,0.0,0,30,1
Coordinate system,Real number,25486,1325336,0,0,3952,2,1,-126,0,6.448886639676114,335.3582995951417,0.0,0.0,0,30,1
Coordinate system,Complex number,9031,383531,0,0,2210,1,1,-59,0,4.0864253393665155,173.54343891402715,0.0,0.0,0,31,1
Hyperbola,Rotation of axes,8397,353107,0,308,6346,49,5,129,0,1.3231957138354868,55.6424519382288,0.0,61.6,0,35,1
Hyperbola,Cone,8304,412291,0,38,1503,12,1,158,0,5.5249500998003995,274.31204258150365,0.0,38.0,0,36,1
Hyperbola,Focus (geometry),69096,3221546,0,10,32899,171,10,-30,0,2.1002462080914315,97.92230766892611,0.0,1.0,0,32,1
Geometry,Hyperbola,-41701,-2096208,0,0,5845,1,1,-132,1,-7.134473909324209,-358.63267750213856,0.0,0.0,1,30,1
Function composition,Interval (mathematics),-528932,-19076468,0,28,140088,96,4,1718,0,-3.775712409342699,-136.17489006909943,0.0,7.0,0,63,1
Function (mathematics),Function composition,528932,19076468,0,-28,140088,96,4,-1718,1,3.775712409342699,136.17489006909943,0.0,-7.0,1,0,1
Function composition,Natural number,-3453790,-98374750,0,-2710,1632564,1722,123,887,0,-2.1155617788950387,-60.25782143915951,0.0,-22.03252032520325,0,50,1
Function composition,Even and odd functions,23140,1250480,0,55,10776,65,6,1790,0,2.147364513734224,116.0430586488493,0.0,9.166666666666666,0,63,1
Function composition,Commutative property,-41516,-1026848,0,0,10776,2,1,1790,0,-3.852635486265776,-95.29027468448403,0.0,0.0,0,63,1
Function composition,Real number,19276,16475088,0,-3343,272992,309,36,1644,0,0.07061012776931191,60.35007619270895,0.0,-92.86111111111111,0,63,1
Function composition,Domain of a function,13032,942012,0,-39,7184,52,4,1792,0,1.8140311804008908,131.12639198218264,0.0,-9.75,0,63,1
Algebra,Sign (mathematics),-1056,-57744,0,0,468,1,1,-72,1,-2.2564102564102564,-123.38461538461539,0.0,0.0,1,31,1
Algebra,Fundamental theorem of algebra,200,4540,0,0,60,1,1,-4,1,3.3333333333333335,75.66666666666667,0.0,0.0,1,32,1
Algebra,Inequality (mathematics),-1056,-57744,0,0,468,1,1,-72,1,-2.2564102564102564,-123.38461538461539,0.0,0.0,1,31,1
Algebra,Basis (linear algebra),-3916,-345596,0,0,5694,10,1,-943,1,-0.6877414822620302,-60.69476642079382,0.0,0.0,1,14,1
Algebra,Square (algebra),996,26820,0,0,1602,1,1,-261,1,0.6217228464419475,16.741573033707866,0.0,0.0,1,27,1
Algebra,Number,1450,66704,0,0,912,1,1,-146,1,1.5899122807017543,73.14035087719299,0.0,0.0,1,30,1
Mathematics,Algebra,1056,57744,0,0,468,1,1,72,1,2.2564102564102564,123.38461538461539,0.0,0.0,1,34,1
Algebra,Algebraic operation,-1202,-59944,0,0,480,3,1,-74,1,-2.504166666666667,-124.88333333333334,0.0,0.0,1,31,1
Algebra,Equality,1058,41212,0,0,870,1,1,-139,1,1.2160919540229884,47.37011494252874,0.0,0.0,1,30,1
Trigonometric functions,Inverse trigonometric functions,-622936,-33126316,0,177,326872,910,182,1614,1,-1.9057490393793288,-101.3433882375976,0.0,0.9725274725274725,1,63,1
Inverse trigonometric functions,Geometry,-141002,-4310986,0,61,62860,26,1,1761,0,-2.2431116767419663,-68.58075087496023,0.0,61.0,0,63,1
Inverse trigonometric functions,Sine,-1263132,-68801336,0,-732,524432,978,104,1504,0,-2.4085715593251367,-131.1921011685023,0.0,-7.038461538461538,0,63,1
Trigonometry,Inverse trigonometric functions,177590,9568322,0,1109,66452,63,10,-1759,1,2.672455306085596,143.98847288268223,0.0,110.9,1,0,1
Inverse trigonometric functions,Domain of a function,13032,942012,0,-39,7184,52,4,1792,0,1.8140311804008908,131.12639198218264,0.0,-9.75,0,63,1
Quadratic function,Empty set,-172,44,0,0,144,1,1,32,0,-1.1944444444444444,0.3055555555555556,0.0,0.0,0,33,1
Function (mathematics),Quadratic function,15540,655656,0,0,2808,1,1,42,1,5.534188034188034,233.4957264957265,0.0,0.0,1,33,1
Quadratic function,Graph of a function,-113696,-6292376,0,-236,64656,234,36,-1760,0,-1.7584756248453353,-97.32083642662707,0.0,-6.555555555555555,0,0,1
Quadratic equation,Negative number,-151970,-8124977,0,389,36360,110,5,-869,0,-4.179592959295929,-223.45921342134213,0.0,77.8,1,15,0
Quadratic equation,Degree of a polynomial,60,2334,0,0,80,1,1,38,0,0.75,29.175,0.0,0.0,0,33,1
Quadratic equation,Analytic geometry,-6030,-324495,0,0,1400,1,1,5,0,-4.307142857142857,-231.78214285714284,0.0,0.0,0,33,1
Quadratic equation,Polynomial long division,-8830,-1300739,0,153,13720,6,1,-303,0,-0.6435860058309038,-94.80604956268222,0.0,153.0,0,26,1
Quadratic equation,Graph of a function,-148280,-11724388,0,-899,71840,13,3,-1756,0,-2.064031180400891,-163.20139198218263,0.0,-299.6666666666667,0,0,1
Equation,Quadratic equation,-347360,-18790644,0,389,66720,304,40,-1628,1,-5.206235011990407,-281.63435251798563,0.0,9.725,1,0,1
Quadratic equation,Sine,-52240,-3438516,0,0,11680,1,1,-252,0,-4.472602739726027,-294.39349315068495,0.0,0.0,0,27,1
Quadratic equation,Quadratic formula,-96190,-5297643,0,16,18840,52,6,-431,0,-5.105626326963907,-281.19124203821656,0.0,2.6666666666666665,0,24,1
Quadratic equation,Quadratic function,-440,-94868,0,0,1440,1,1,4,1,-0.3055555555555556,-65.88055555555556,0.0,0.0,1,33,1
Quadratic equation,Rational number,500,57474,0,0,880,8,1,18,0,0.5681818181818182,65.31136363636364,0.0,0.0,0,33,1
Quadratic equation,Real number,-12120,-625336,0,-181,6080,29,2,-112,0,-1.993421052631579,-102.85131578947369,0.0,-90.5,0,30,1
Quadratic equation,Nth root,-3950,-195511,0,0,1080,2,1,13,0,-3.6574074074074074,-181.0287037037037,0.0,0.0,0,33,1
Quadratic equation,Equation solving,-347360,-18790644,0,389,66720,304,40,-1628,0,-5.206235011990407,-281.63435251798563,0.0,9.725,1,0,0
Square (algebra),Square matrix,-21406,-1028437,0,0,2937,26,11,256,1,-7.288389513108614,-350.1658154579503,0.0,0.0,1,38,1
Square (algebra),Square root,20170,909457,0,-741,17088,191,64,203,1,1.1803604868913857,53.2219686329588,0.0,-11.578125,1,37,1
Algebra,Square (algebra),996,26820,0,0,1602,1,1,-261,1,0.6217228464419475,16.741573033707866,0.0,0.0,1,27,1
Amplitude,Even and odd functions,1490,84922,0,0,420,1,1,64,0,3.5476190476190474,202.1952380952381,0.0,0.0,0,34,1
Amplitude,Force,-35975,-1272086,0,0,8190,1,1,-47,0,-4.392551892551893,-155.32185592185593,0.0,0.0,0,32,1
Amplitude,Sine wave,-20610,-920616,0,-446,20440,117,14,-222,0,-1.008317025440313,-45.039921722113505,0.0,-31.857142857142858,0,28,1
Amplitude,Simple harmonic motion,-135,-19282,0,-115,1330,47,3,51,0,-0.10150375939849623,-14.497744360902256,0.0,-38.333333333333336,0,34,1
Amplitude,Periodic function,60,5258,0,0,280,8,1,66,0,0.21428571428571427,18.77857142857143,0.0,0.0,0,34,1
Amplitude,Displacement (vector),-120210,-4553624,0,0,25060,1,1,-288,0,-4.796887470071828,-181.70885873902634,0.0,0.0,0,27,1
Force,Mathematics,18408,960960,0,-206,9126,8,2,39,0,2.017094017094017,105.2991452991453,0.0,-103.0,0,33,1
Force,Vector field,-16936,-1105246,0,-821,41886,395,21,-241,0,-0.40433557751993504,-26.387002817170416,0.0,-39.095238095238095,0,28,1
Force,Simple harmonic motion,9539,313052,0,0,2223,1,1,98,0,4.291048133153397,140.82411156095367,0.0,0.0,0,34,1
Sine,Sine wave,-1723,63912,0,-200,9052,135,31,-261,1,-0.19034467520989837,7.060539107379585,0.0,-6.451612903225806,1,27,1
Curve,Sine wave,6488,224388,0,0,2336,1,1,-284,1,2.7773972602739727,96.05650684931507,0.0,0.0,1,27,1
Simple harmonic motion,Sine wave,-5031,-169448,0,0,5548,6,1,-273,0,-0.9068132660418169,-30.542177361211248,0.0,0.0,0,27,1
Range (mathematics),Graph of a function,219882,5797290,0,1814,303524,758,58,-1627,0,0.7244303580606476,19.099939378764116,0.0,31.275862068965516,0,0,1
Range (mathematics),Inverse function,9880,290021,0,-72,6422,34,5,131,0,1.5384615384615385,45.16054188726253,0.0,-14.4,0,35,1
Range (mathematics),Real number,20423,2040912,0,252,25688,42,3,17,0,0.7950404858299596,79.45001557147306,0.0,84.0,0,33,1
Range (mathematics),Function (mathematics),-40222,-1543282,0,268,13182,22,2,91,0,-3.051282051282051,-117.0749506903353,0.0,134.0,0,34,1
Range (mathematics),Inverse trigonometric functions,219882,5797290,0,1814,303524,758,58,-1627,0,0.7244303580606476,19.099939378764116,0.0,31.275862068965516,0,0,1
Range (mathematics),Limit of a sequence,-392873,-17125803,0,25,36504,13,1,-47,0,-10.762464387464387,-469.14866863905326,0.0,25.0,0,32,1
Range (mathematics),Limit (mathematics),-392873,-17125803,0,25,36504,13,1,-47,0,-10.762464387464387,-469.14866863905326,0.0,25.0,0,32,1
Range (mathematics),Image (mathematics),-40222,-1543282,0,268,13182,22,2,91,0,-3.051282051282051,-117.0749506903353,0.0,134.0,0,34,1
Range (mathematics),Mathematics,-40222,-1543282,0,268,13182,22,2,91,0,-3.051282051282051,-117.0749506903353,0.0,134.0,0,34,1
Range (mathematics),Complex number,-22516,-1183171,0,0,14365,1,1,84,0,-1.567420814479638,-82.3648451096415,0.0,0.0,0,34,1
Range (mathematics),Domain of a function,1716,101553,0,-151,676,4,1,165,0,2.5384615384615383,150.22633136094674,0.0,-151.0,0,36,1
Limit (mathematics),Work (physics),287379,13128129,0,-35,36936,42,3,45,0,7.780458089668616,355.42909356725147,0.0,-11.666666666666666,0,33,1
Limit (mathematics),Parity (mathematics),129918,5931738,0,-662,16848,19,2,138,0,7.711182336182336,352.07371794871796,0.0,-331.0,0,35,1
Calculus,Limit (mathematics),-90325,-3989007,0,2005,16632,128,26,-139,1,-5.430796055796056,-239.83928571428572,0.0,77.11538461538461,1,30,1
Limit (mathematics),Infinity,-1359,-83781,0,-776,1944,46,9,207,1,-0.6990740740740741,-43.09722222222222,0.0,-86.22222222222223,1,37,1
Limit (mathematics),Limit of a function,4456180,189409212,0,-1458,387936,367,35,-1580,1,11.486894745525035,488.2486080178174,0.0,-41.65714285714286,1,1,1
Image (mathematics),Function (mathematics),528932,19076468,0,-28,140088,96,4,-1718,0,3.775712409342699,136.17489006909943,0.0,-7.0,1,0,0
Image (mathematics),Vector field,-67616,-3677204,0,-117,27924,26,1,-280,0,-2.421429594613952,-131.6861481163157,0.0,-117.0,0,27,1
Position (vector),Euclidean vector,-109750,-4085582,0,-17,50120,60,5,-218,0,-2.1897446129289704,-81.51600159616919,0.0,-3.4,0,28,1
Position (vector),Real number,341066,17859936,0,-219,54416,76,5,206,0,6.267752131725963,328.2111143781241,0.0,-43.8,0,37,1
Euclidean vector,Vector (mathematics and physics),67616,3677204,0,117,27924,26,1,280,0,2.421429594613952,131.6861481163157,0.0,117.0,0,38,1
Geometry,Euclidean vector,-49544,-2496982,0,119,12530,16,1,-323,1,-3.9540303272146846,-199.2802873104549,0.0,119.0,1,26,1
Partial fraction decomposition,Polynomial long division,83061,3717082,0,-143,8575,6,1,-318,0,9.686413994169095,433.4789504373178,0.0,-143.0,0,26,1
Partial fraction decomposition,Synthetic division,6552,289224,0,0,650,1,1,-1,0,10.08,444.96,0.0,0.0,0,32,1
Partial fraction decomposition,Real number,31679,1616648,0,0,3800,3,1,-127,0,8.336578947368421,425.43368421052634,0.0,0.0,0,30,1
Partial fraction decomposition,Rational function,371142,16392254,0,68,44900,21,7,-1771,0,8.26596881959911,365.08360801781737,0.0,9.714285714285714,0,0,1
Partial fraction decomposition,Quadratic equation,10330,528285,0,0,1000,1,1,-15,0,10.33,528.285,0.0,0.0,0,32,1
Partial fraction decomposition,Polynomial,554,27873,0,0,50,1,1,23,0,11.08,557.46,0.0,0.0,0,33,1
Partial fraction decomposition,Number,31679,1616648,0,0,3800,3,1,-127,0,8.336578947368421,425.43368421052634,0.0,0.0,0,30,1
Partial fraction decomposition,Division (mathematics),8756,446372,0,0,1950,1,1,-53,0,4.490256410256411,228.90871794871794,0.0,0.0,0,31,1
Partial fraction decomposition,Monomial,3201,166712,0,0,325,1,1,12,0,9.849230769230768,512.96,0.0,0.0,0,33,1
Partial fraction decomposition,Factorization,5750,260500,0,-1128,625,13,2,0,0,9.2,416.8,0.0,-564.0,0,32,1
Polynomial,Synthetic division,-52,-5850,0,0,52,1,1,-24,1,-1.0,-112.5,0.0,0.0,1,32,1
Polynomial long division,Synthetic division,3510,102388,0,334,8918,122,8,317,1,0.3935860058309038,11.481049562682216,0.0,41.75,1,39,1
Division (mathematics),Synthetic division,11336,438152,0,0,2028,1,1,52,1,5.589743589743589,216.05128205128204,0.0,0.0,1,34,1
Synthetic division,Factorization,-572,-18304,0,-76,650,4,1,1,0,-0.88,-28.16,0.0,-76.0,0,33,1
Function (mathematics),Rational function,528932,19076468,0,-28,140088,96,4,-1718,1,3.775712409342699,136.17489006909943,0.0,-7.0,1,0,1
Rational function,Polynomial long division,875034,42133446,0,1241,616028,959,91,1453,0,1.420445174569987,68.39534241950041,0.0,13.637362637362637,0,62,1
Rational function,Real number,19276,16475088,0,-3343,272992,309,36,1644,0,0.07061012776931191,60.35007619270895,0.0,-92.86111111111111,0,63,1
Trigonometry,Trigonometric tables,18,1327,0,-176,37,1,1,36,1,0.4864864864864865,35.86486486486486,0.0,-176.0,1,33,1
Symmetry,Mathematics,-4662,-208974,0,0,3276,3,1,-36,0,-1.4230769230769231,-63.78937728937729,0.0,0.0,0,32,1
Symmetry,Even and odd functions,1134,47484,0,0,252,1,1,36,0,4.5,188.42857142857142,0.0,0.0,0,33,1
Symmetry,Geometry,161,5593,0,158,1470,6,1,7,0,0.10952380952380952,3.8047619047619046,0.0,158.0,0,33,1
Imaginary number,Square (algebra),-5792,-136811,0,0,2136,8,1,-259,0,-2.7116104868913857,-64.0500936329588,0.0,0.0,0,27,1
Complex number,Imaginary number,2792,115237,0,0,680,40,1,77,1,4.105882352941176,169.46617647058824,0.0,0.0,1,34,1
Imaginary number,Real number,-2120,-9304,0,0,1216,11,1,-144,0,-1.743421052631579,-7.651315789473684,0.0,0.0,0,30,1
Number,Imaginary number,2120,9304,0,0,1216,11,1,144,1,1.743421052631579,7.651315789473684,0.0,0.0,1,35,1
Negative number,Distance,115180,-1010051,0,1314,378144,441,23,493,0,0.3045929592959296,-2.6710750401963272,0.0,57.130434782608695,0,42,1
Negative number,Subtraction,-20228,-1405955,0,-226,29088,64,7,877,0,-0.6954070407040704,-48.33453657865787,0.0,-32.285714285714285,0,50,1
Negative number,Real number,302059,16664152,0,-1000,138168,669,152,757,0,2.1861719066643506,120.60789763186845,0.0,-6.578947368421052,1,48,0
Negative number,Slope,187090,8676604,0,-624,157257,113,7,736,0,1.1897085662323459,55.1746758490878,0.0,-89.14285714285714,0,47,1
Negative number,Inequality (mathematics),-117708,-5382672,0,1087,70902,171,12,831,0,-1.66015063044766,-75.91706862993992,0.0,90.58333333333333,0,49,1
Negative number,Rational number,94946,5774834,0,-577,19998,206,22,887,0,4.747774777477748,288.7705770577058,0.0,-26.227272727272727,0,50,1
Negative number,Integer,114382,5887201,0,-424,105444,286,31,793,0,1.084765373089033,55.8324892834111,0.0,-13.67741935483871,1,48,0
Negative number,Number,302059,16664152,0,-1000,138168,669,152,757,1,2.1861719066643506,120.60789763186845,0.0,-6.578947368421052,1,48,1
Negative number,Division (mathematics),-117708,-5382672,0,1087,70902,171,12,831,0,-1.66015063044766,-75.91706862993992,0.0,90.58333333333333,0,49,1
Circle,Unit circle,-20548,-644563,0,-335,22831,311,79,-210,1,-0.900004380009636,-28.231921510227323,0.0,-4.2405063291139244,1,28,1
Unit circle,Pythagorean trigonometric identity,-17693,-914286,0,0,7821,5,1,-20,0,-2.262242679964199,-116.90141925584963,0.0,0.0,1,32,0
Unit circle,Equation,10750,705827,0,0,3160,1,1,39,0,3.401898734177215,223.3629746835443,0.0,0.0,0,33,1
Unit circle,Sine,-24699,-1638532,0,-701,23068,78,5,-213,0,-1.0707040055488122,-71.03051846714062,0.0,-140.2,0,28,1
Unit circle,Pythagorean theorem,446,69276,0,0,1896,1,1,55,0,0.23523206751054854,36.537974683544306,0.0,0.0,0,34,1
Unit circle,Inverse trigonometric functions,189822,8535966,0,1153,141884,290,35,-1717,0,1.3378675537763243,60.161582701361674,0.0,32.94285714285714,0,0,1
Unit circle,Cartesian coordinate system,-10353,-441295,0,0,2054,1,1,53,0,-5.040408958130477,-214.84664070107107,0.0,0.0,0,34,1
Unit circle,Integer,2814,510767,0,-148,9164,14,1,-37,0,0.30707114797031865,55.73625054561327,0.0,-148.0,0,32,1
Unit circle,Real number,16913,1447104,0,-241,12008,70,9,-73,0,1.4084776815456364,120.51165889407062,0.0,-26.77777777777778,0,31,1
Unit circle,Complex number,-6406,-277351,0,0,6715,1,1,-6,0,-0.9539836187639613,-41.30320178704393,0.0,0.0,0,32,1
Unit circle,Nth root,-545,90299,0,0,2133,1,1,52,0,-0.2555086732301922,42.3342709798406,0.0,0.0,0,34,1
Point (geometry),Line-line intersection,717253,39878307,0,4691,954694,2199,223,57,1,0.7512909895736225,41.77077367198285,0.0,21.03587443946188,1,34,1
Point (geometry),Origin (mathematics),-139219,-5924555,0,-1001,196170,459,41,811,1,-0.709685476882296,-30.201126573889994,0.0,-24.414634146341463,1,49,1
Geometry,Origin (mathematics),-9725,-524680,0,0,6825,17,1,-160,1,-1.424908424908425,-76.87619047619047,0.0,0.0,1,29,1
Equation,System of linear equations,-162130,-8984617,0,40,37960,22,4,-909,1,-4.271074815595363,-236.68643308746047,0.0,10.0,1,14,1
Pythagorean trigonometric identity,Sine,34445,1326036,0,-671,28908,102,11,-193,0,1.1915386744153866,45.87090078870901,0.0,-61.0,0,29,1
Trigonometry,Pythagorean trigonometric identity,-3398,-121152,0,776,3663,43,4,-62,1,-0.9276549276549276,-33.074529074529075,0.0,194.0,1,31,1
Pythagorean trigonometric identity,Trigonometric functions,640114,31482510,0,-541,177804,169,15,-1697,0,3.6001102337405233,177.0630019572113,0.0,-36.06666666666667,1,0,0
Pythagorean trigonometric identity,Pythagorean theorem,5934,364572,0,0,2376,1,1,75,0,2.4974747474747474,153.43939393939394,0.0,0.0,0,34,1
Rotation of axes,Conic section,-2424,-93530,0,-353,1672,26,3,-6,0,-1.4497607655502391,-55.938995215311,0.0,-117.66666666666667,0,32,1
Coordinate system,Rotation of axes,-1656,-95404,0,171,988,6,1,-12,1,-1.6761133603238867,-96.56275303643724,0.0,171.0,1,32,1
Rotation of axes,Ellipse,-7361,-290897,0,-86,6270,42,2,-127,0,-1.1740031897926635,-46.39505582137161,0.0,-43.0,0,30,1
Coordinate system,Polar coordinate system,62,3608,0,12,52,4,2,24,1,1.1923076923076923,69.38461538461539,0.0,6.0,1,33,1
Plane (geometry),Polar coordinate system,-16377,-758453,0,198,7826,30,2,275,1,-2.092639918221314,-96.9145157168413,0.0,99.0,1,38,1
Polynomial long division,Descartes' rule of signs,-251611,-9946320,0,-1325,72716,204,16,131,1,-3.4601875790747565,-136.78310138071402,0.0,-82.8125,1,35,1
Descartes' rule of signs,Real number,68004,4148448,0,-132,32224,49,6,60,0,2.1103525322740815,128.73783515392253,0.0,-22.0,0,34,1
Quadratic formula,Real number,222809,12767712,0,-432,71592,52,5,319,0,3.112205274332328,178.33992624874287,0.0,-86.4,0,39,1
Function (mathematics),Cubic function,436,19426,0,0,78,1,1,77,1,5.589743589743589,249.05128205128204,0.0,0.0,1,34,1
Geometric series,Area,37842,1617112,0,0,4998,4,1,-343,0,7.571428571428571,323.5518207282913,0.0,0.0,0,26,1
